"family","genus","species","lme","fao","level","FB_E_Code","source","type.length","taxo","b","a"
"Sparidae","Pagellus","erythrinus",25,27,"species",230,"fb","TL","spe-LME",2.94583336512248,0.0152500001713634
"Mugilidae","Chelon","auratus",25,27,"species",230,"fb","TL","spe-LME",3.06728570801871,0.00856714289901512
"Sparidae","Diplodus","vulgaris",25,27,"species",230,"fb","TL","spe-LME",3.07218000888824,0.0138199999462813
"Parazenidae","Cyttopsis","rosea",25,27,"species",230,"fb","TL","spe-Ocean",3.04399991035461,0.0116699999198318
"Callionymidae","Synchiropus","phaeton",25,27,"species",230,"fb","TL","spe-LME",2.57200002670288,0.0130899995565414
"Clupeidae","Sprattus","sprattus",25,27,"species",230,"fb","TL","spe-FAO",3.11000001430511,0.00523500004783273
"Serranidae","Anthias","anthias",25,27,"species",230,"fb","TL","spe-LME",2.61100006103516,0.0241999998688698
"Bothidae","Arnoglossus","thori",25,27,"species",230,"fb","TL","spe-LME",3.085666735967,0.0126000000163913
"Sparidae","Spicara","maena",25,27,"species",230,"fb","TL","spe-LME",3.03833333651225,0.0105733335949481
"Sparidae","Pagellus","bogaraveo",25,27,"species",230,"fb","TL","spe-LME",2.94599997997284,0.0173949995078146
"Molidae","Mola","mola",25,27,"species",230,"fb","TL","spe-FAO",3.02499997615814,0.0516999997198582
"Scorpaenidae","Scorpaena","",25,27,"genus",230,"fb","TL","gen-LME",3.09837145464761,0.0162542857828417
"Atherinidae","Atherina","presbyter",25,27,"species",230,"fb","TL","spe-LME",3.04999995231628,0.0063999998383224
"Bothidae","Arnoglossus","rueppelii",25,27,"species",230,"fb","TL","spe-LME",3.00999999046326,0.00510000018402934
"Rajidae","Raja","miraletus",25,27,"species",230,"fb","TL","spe-LME",3.14299996693929,0.00296333331304292
"Sparidae","Sarpa","salpa",25,27,"species",230,"fb","TL","spe-LME",2.99750000238419,0.0173649997450411
"Callanthiidae","Callanthias","ruber",25,27,"species",230,"fb","TL","gen-Ocean",3.35999989509583,0.00414999993517995
"Rajidae","Raja","undulata",25,27,"species",230,"fb","TL","spe-LME",3.03999996185303,0.00619500013999641
"Chaunacidae","Chaunax","pictus",25,27,"species",230,"fb","TL","gen-Ocean",2.86099994182587,0.0328350001946092
"Carangidae","Trachurus","mediterraneus",25,27,"species",230,"fb","TL","spe-LME",2.68350005149841,0.0213999995030463
"Mullidae","Mullus","barbatus barbatus",25,27,"species",230,"fb","TL","spe-LME",3.01774996519089,0.00870750010653865
"Sparidae","Diplodus","bellottii",25,27,"species",230,"fb","TL","spe-LME",3.23300004005432,0.00917600011453032
"Sparidae","Pagrus","auriga",25,27,"species",230,"fb","TL","spe-Ocean",3,0.0190519746392965
"Tetraodontidae","Sphoeroides","pachygaster",25,27,"species",230,"fb","TL","spe-LME",3.01600003242493,0.0172000005841255
"Cynoglossidae","Symphurus","nigrescens",25,27,"species",230,"fb","TL","spe-LME",2.98300004005432,0.00769999995827675
"Scophthalmidae","Scophthalmus","maximus",25,27,"species",230,"fb","TL","spe-FAO",3.02788893381755,0.016391111123893
"Sparidae","Diplodus","annularis",25,27,"species",230,"fb","TL","spe-LME",3.17654001712799,0.0113079999573529
"Phycidae","Phycis","phycis",25,27,"species",230,"fb","TL","spe-LME",3.15899991989136,0.00669499998912215
"Trachinidae","Echiichthys","vipera",25,27,"species",230,"fb","TL","spe-LME",3.04999995231628,0.010499999858439
"Triglidae","Lepidotrigla","dieuzeidei",25,27,"species",230,"fb","TL","spe-LME",3.12349998950958,0.0082999998703599
"Triglidae","Lepidotrigla","cavillone",25,27,"species",230,"fb","TL","spe-LME",3.1476666132609,0.00819999988501271
"Sparidae","Sparus","aurata",25,27,"species",230,"fb","TL","spe-LME",3.03799998760223,0.0148599999956787
"Pentanchidae","Galeus","atlanticus",25,27,"species",230,"fb","TL","spe-LME",3.0699999332428,0.00230000005103648
"Uranoscopidae","Uranoscopus","scaber",25,27,"species",230,"fb","TL","spe-LME",2.8289999961853,0.0305000003427267
"Scophthalmidae","Scophthalmus","rhombus",25,27,"species",230,"fb","TL","spe-LME",2.98000001907349,0.0136000001803041
"Sparidae","Pagellus","bellottii",25,27,"species",230,"fb","TL","spe-LME",3.00450003147125,0.0137999998405576
"Gadidae","Melanogrammus","aeglefinus",60,27,"species",228,"fb","TL","spe-Ocean",3.1416086839593,0.00596956520989213
"Argentinidae","Argentina","",60,27,"genus",228,"fb","TL","gen-FAO",3.18159999847412,0.00375999992247671
"Pleuronectidae","Hippoglossoides","platessoides",60,27,"species",228,"fb","TL","spe-FAO",3.2039999961853,0.00439999997615814
"Triglidae","Eutrigla","gurnardus",60,27,"species",228,"fb","TL","spe-FAO",3.22724997997284,0.00480000005336478
"Pleuronectidae","Microstomus","kitt",60,27,"species",228,"fb","TL","spe-FAO",3.04499995708466,0.0087500000372529
"Lophiidae","Lophius","piscatorius",60,27,"species",228,"fb","TL","spe-FAO",2.92016661167145,0.0226983334093044
"Gadidae","Pollachius","virens",60,27,"species",228,"fb","TL","spe-Ocean",3.04306878149509,0.00844562509155367
"Sternoptychidae","Maurolicus","muelleri",60,27,"species",228,"fb","TL","spe-Ocean",3.96099996566772,0.00164000003132969
"Scophthalmidae","Lepidorhombus","whiffiagonis",60,27,"species",228,"fb","TL","spe-FAO",3.13676247000694,0.00423124991357327
"Gadidae","Micromesistius","poutassou",60,27,"species",228,"fb","TL","spe-FAO",3.31183330217997,0.00267333331673096
"Soleidae","Microchirus","variegatus",60,27,"species",228,"fb","TL","spe-FAO",3.12799996137619,0.00996749993646517
"Sebastidae","Sebastes","viviparus",60,27,"species",228,"fb","TL","spe-FAO",3.13700008392334,0.0115000000223517
"Gadidae","Gadiculus","argenteus",60,27,"species",228,"fb","TL","spe-FAO",3.32133332888285,0.00417666664967934
"Sebastidae","Helicolenus","dactylopterus",60,27,"species",228,"fb","TL","spe-FAO",3.10075002908707,0.0112000000663102
"Lotidae","Brosme","brosme",60,27,"species",228,"fb","TL","spe-Ocean",2.92197995185852,0.0273172088898718
"Phycidae","Phycis","blennoides",60,27,"species",228,"fb","TL","spe-FAO",3.22157141140529,0.00510999989429755
"Callionymidae","Callionymus","",60,27,"genus",228,"fb","TL","gen-FAO",2.57807144096919,0.0336242858320475
"Bothidae","Arnoglossus","laterna",60,27,"species",228,"fb","TL","spe-FAO",3.22574996948242,0.00526499998522922
"Lotidae","Molva","molva",60,27,"species",228,"fb","TL","spe-FAO",3.43600010871887,0.00100000004749745
"Pleuronectidae","Glyptocephalus","cynoglossus",60,27,"species",228,"fb","TL","spe-FAO",3.23500001430511,0.00275000010151416
"Anarhichadidae","Anarhichas","lupus",60,27,"species",228,"fb","TL","spe-FAO",3.15966669718424,0.00510000018402934
"Rajidae","Dipturus","",60,27,"genus",228,"fb","TL","gen-FAO",3.53900003433228,0.00047999998787418
"Sternoptychidae","Argyropelecus","olfersii",60,27,"species",228,"fb","TL","spe-Ocean",3,0.0187928676605225
"Rajidae","Raja","clavata",60,27,"species",228,"fb","TL","spe-FAO",3.22740001678467,0.00259400003124028
"Squalidae","Squalus","acanthias",60,27,"species",228,"fb","TL","spe-Ocean",3.05726924309364,0.00471846156198388
"Callionymidae","Callionymus","lyra",60,27,"species",228,"fb","TL","spe-FAO",2.496333360672,0.0454444447532296
"Ammodytidae","Ammodytes","marinus",60,27,"species",228,"fb","TL","spe-Ocean",3.43950009346008,0.00100000004749745
"Scombridae","Scomber","scombrus",60,27,"species",228,"fb","TL","spe-FAO",3.14799996784755,0.00553000004895564
"Gadidae","Gadus","morhua",60,27,"species",228,"fb","TL","spe-FAO",3.08440003395081,0.007181999925524
"Soleidae","Buglossidium","luteum",60,27,"species",228,"fb","TL","spe-FAO",3.37000000476837,0.00498999992851168
"Gadidae","Trisopterus","minutus",60,27,"species",228,"fb","TL","spe-FAO",3.06124997138977,0.00767500011716038
"Rajidae","Leucoraja","fullonica",60,27,"species",228,"fb","TL","gen-FAO",3.31100002924601,0.00191666667039196
"Carangidae","Trachurus","trachurus",60,27,"species",228,"fb","TL","spe-FAO",2.98509090596979,0.0101099999367513
"Carapidae","Echiodon","drummondii",60,27,"species",228,"fb","TL","spe-Ocean",3,0.000592592579778284
"Gobiidae","Pomatoschistus","",60,27,"genus",228,"fb","TL","gen-FAO",3.15666675567627,0.00755333326136072
"Syngnathidae","Entelurus","aequoreus",60,27,"species",228,"fb","TL","spe-FAO",3,0.00022000000171829
"Bothidae","Arnoglossus","imperialis",60,27,"species",228,"fb","TL","spe-FAO",3.16799998283386,0.00523749989224598
"Pleuronectidae","Hippoglossus","hippoglossus",60,27,"species",228,"fb","TL","spe-FAO",3.1010000705719,0.020299999974668
"Cottidae","Triglops","murrayi",60,27,"species",228,"fb","TL","spe-Ocean",3,0.00880332756787539
"Scophthalmidae","Phrynorhombus","norvegicus",60,27,"species",228,"fb","TL","spe-FAO",2.90499997138977,0.016100000590086
"Syngnathidae",NA,"",60,27,"family",228,"fb","TL","fam-FAO",3.02854544466192,0.00167169091252039
"Gadidae","Merlangius","merlangus",60,27,"species",228,"fb","TL","spe-FAO",3.06236000061035,0.0077439998742193
"Clupeidae","Clupea","harengus",60,27,"species",228,"fb","TL","spe-FAO",3.05705001025364,0.00702177587061607
"Caproidae","Capros","aper",60,27,"species",228,"fb","TL","spe-FAO",2.81924992799759,0.0299174997489899
"Lotidae","Gaidropsarus","macrophthalmus",60,27,"species",228,"fb","TL","spe-FAO",2.95000004768372,0.00633999984711409
"Ammodytidae","Gymnammodytes","semisquamatus",60,27,"species",228,"fb","TL","gen-Ocean",3.30699992179871,0.00120000005699694
"Centrolophidae","Schedophilus","medusophagus",60,27,"species",228,"fb","TL","spe-Ocean",3,0.0123215625062585
"Bramidae","Brama","brama",60,27,"species",228,"fb","TL","spe-FAO",3.18499994277954,0.00510999979451299
"Rajidae","Leucoraja","circularis",60,27,"species",228,"fb","TL","spe-Ocean",3.07999992370605,0.00389999989420176
"Pleuronectidae","Limanda","limanda",60,27,"species",228,"fb","TL","spe-FAO",3.10099997520447,0.00776200005784631
"Rajidae","Leucoraja","naevus",60,27,"species",228,"fb","TL","spe-FAO",3.31100002924601,0.00191666667039196
"Stichaeidae","Chirolophis","ascanii",60,27,"species",228,"fb","TL","gen-Ocean",3.42300009727478,0.00240000011399388
"Congridae","Conger","conger",60,27,"species",228,"fb","TL","spe-FAO",3.23628572055272,0.000925571441517345
"Gobiidae",NA,"",60,27,"family",228,"fb","TL","fam-FAO",3.33234616426321,0.00517657690551669
"Triglidae","Chelidonichthys","cuculus",60,27,"species",228,"fb","TL","spe-FAO",3.10316665967306,0.00822500015298525
"Scophthalmidae","Scophthalmus","maximus",60,27,"species",228,"fb","TL","spe-FAO",3.02788893381755,0.016391111123893
"Ammodytidae",NA,"",60,27,"family",228,"fb","TL","fam-FAO",2.55999994277954,0.00980000011622906
"Merlucciidae","Merluccius","merluccius",60,27,"species",228,"fb","TL","spe-FAO",3.06889998912811,0.00578580009751022
"Phycidae",NA,"",60,27,"family",228,"fb","TL","fam-FAO",3.15389997959137,0.00851599976886064
"Trachipteridae","Trachipterus","arcticus",60,27,"species",228,"fb","TL","spe-FAO",3,0.00182999996468425
"Stomiidae","Chauliodus","sloani",60,27,"species",228,"fb","TL","spe-FAO",3.1800000667572,0.000899999984540045
"Chimaeridae","Chimaera","monstrosa",60,27,"species",228,"fb","TL","spe-FAO",3.27049994468689,0.00387000006594462
"Pentanchidae","Galeus","melastomus",60,27,"species",228,"fb","TL","spe-FAO",3.09900002479553,0.00199199996422976
"Etmopteridae","Etmopterus","spinax",60,27,"species",228,"fb","TL","spe-FAO",3.13499999046326,0.00282333333355685
"Scophthalmidae","Lepidorhombus","boscii",60,27,"species",228,"fb","TL","spe-FAO",3.07236251235008,0.0113375000655651
"Lotidae","Molva","dypterygia",60,27,"species",228,"fb","TL","spe-Ocean",3.1489999294281,0.00190999999176711
"Macrouridae","Malacocephalus","laevis",60,27,"species",228,"fb","TL","spe-FAO",2.97150003910065,0.341374990704935
"Macrouridae","Coelorinchus","caelorhincus",60,27,"species",228,"fb","TL","spe-FAO",3.06449997425079,0.0648449987638742
"Rajidae","Dipturus","oxyrinchus",60,27,"species",228,"fb","TL","spe-FAO",3.53900003433228,0.00047999998787418
"Myctophidae",NA,"",60,27,"family",228,"fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"Lophiidae","Lophius","budegassa",60,27,"species",228,"fb","TL","spe-FAO",2.91574996709824,0.0365024999482557
"Blenniidae","Parablennius","gattorugine",60,27,"species",228,"fb","TL","spe-FAO",3,0.0115000000223517
"Moridae","Mora","moro",60,27,"species",228,"fb","TL","spe-FAO",3.36999988555908,0.00240000011399388
"Triglidae","Trigla","lyra",60,27,"species",228,"fb","TL","spe-FAO",3.06400001049042,0.0110200000926852
"Rajidae","Dipturus","nidarosiensis",60,27,"species",228,"fb","TL","gen-FAO",3.53900003433228,0.00047999998787418
"Lotidae","Gaidropsarus","vulgaris",60,27,"species",228,"fb","TL","spe-FAO",3.18050003051758,0.00650500017218292
"Zoarcidae","Zoarces","viviparus",24,27,"species",235,"fb","TL","spe-FAO",3.02499997615814,0.00594999990426004
"Gasterosteidae","Gasterosteus","aculeatus aculeatus",24,27,"species",235,"fb","TL","gen-FAO",3.04900002479553,0.010499999858439
"Sebastidae","Sebastes","viviparus",24,27,"species",235,"fb","TL","spe-LME",3.13700008392334,0.0115000000223517
"Anarhichadidae","Anarhichas","lupus",24,27,"species",235,"fb","TL","spe-LME",3.11500000953674,0.00600000028498471
"Gobiidae","Crystallogobius","linearis",24,27,"species",235,"fb","TL","fam-LME",3,0.0110999997705221
"Anguillidae","Anguilla","",24,27,"genus",235,"fb","TL","gen-LME",3.06607999801636,0.00253343998338096
"Trachipteridae","Trachipterus","arcticus",24,27,"species",235,"fb","TL","spe-FAO",3,0.00182999996468425
"Phycidae",NA,"",24,27,"family",235,"fb","TL","fam-LME",3.02950000762939,0.0190999992191792
"Anguillidae","Anguilla","",22,27,"genus",139,"fb","TL","gen-LME",3.06480769010691,0.00215523074663137
"Triglidae",NA,"",24,27,"family",235,"fb","TL","fam-LME",3.10846152672401,0.0067030769916108
"Zeidae","Zenopsis","conchifer",24,27,"species",235,"fb","TL","spe-FAO",3.06150007247925,0.0186149996006861
"Stomiidae","Stomias","boa ferox",24,27,"species",235,"fb","TL","gen-Ocean",3.23299992084503,0.000880000035976991
"Phycidae",NA,"",22,27,"family",139,"fb","TL","fam-LME",3.02950000762939,0.0190999992191792
"Gadidae","Gadus","morhua",8,27,"species",232,"fb","TL","spe-FAO",3.08440003395081,0.007181999925524
"Pleuronectidae","Glyptocephalus","cynoglossus",8,27,"species",232,"fb","TL","spe-FAO",3.23500001430511,0.00275000010151416
"Pleuronectidae","Hippoglossoides","platessoides",8,27,"species",232,"fb","TL","spe-FAO",3.2039999961853,0.00439999997615814
"Rajidae","Amblyraja","radiata",8,27,"species",232,"fb","TL","spe-FAO",2.19000005722046,0.157000005245209
"Zoarcidae","Lycodes","vahlii",8,27,"species",232,"fb","TL","gen-FAO",4.09569978713989,9.99999974737875e-05
"Pleuronectidae","Hippoglossus","hippoglossus",8,27,"species",232,"fb","TL","spe-FAO",3.1010000705719,0.020299999974668
"Sebastidae","Sebastes","",8,27,"genus",232,"fb","TL","gen-FAO",3.13700008392334,0.0115000000223517
"Pleuronectidae","Reinhardtius","hippoglossoides",8,27,"species",232,"fb","TL","spe-FAO",3.400750041008,0.00218366666134292
"Gadidae","Melanogrammus","aeglefinus",8,27,"species",232,"fb","TL","spe-Ocean",3.1416086839593,0.00596956520989213
"Scombridae","Scomber","scombrus",8,27,"species",232,"fb","TL","spe-FAO",3.14799996784755,0.00553000004895564
"Merlucciidae","Merluccius","bilinearis",8,27,"species",232,"fb","TL","gen-FAO",3.06889998912811,0.00578580009751022
"Gadidae","Pollachius","virens",8,27,"species",232,"fb","TL","spe-Ocean",3.04306878149509,0.00844562509155367
"Anarhichadidae","Anarhichas","lupus",8,27,"species",232,"fb","TL","spe-FAO",3.15966669718424,0.00510000018402934
"Clupeidae","Alosa","pseudoharengus",8,27,"species",232,"fb","TL","spe-Ocean",2.99294116917778,0.00874899998855065
"Lophiidae","Lophius","americanus",8,27,"species",232,"fb","TL","gen-FAO",2.91839995384216,0.0282200000248849
"Phycidae","Urophycis","tenuis",8,27,"species",232,"fb","TL","gen-Ocean",3.17340002059937,0.00466874404810369
"Squalidae","Squalus","acanthias",8,27,"species",232,"fb","TL","spe-Ocean",3.05726924309364,0.00471846156198388
"Pleuronectidae","Limanda","ferruginea",8,27,"species",232,"fb","TL","gen-FAO",3.10099997520447,0.00776200005784631
"Cottidae","Myoxocephalus","octodecemspinosus",8,27,"species",232,"fb","TL","gen-LME",3.08100008964539,0.00639000022783875
"Macrouridae","Nezumia","bairdii",8,27,"species",232,"fb","TL","gen-FAO",3.23300004005432,0.000899999984540045
"Phycidae","Phycis","chesteri",8,27,"species",232,"fb","TL","gen-FAO",3.15389997959137,0.00851599976886064
"Zoarcidae","Lycodes","",8,27,"genus",232,"fb","TL","gen-FAO",4.09569978713989,9.99999974737875e-05
"Rajidae","Malacoraja","senta",8,27,"species",232,"fb","TL","fam-FAO",3.18007409131085,0.00863259279867634
"Rajidae","Leucoraja","ocellata",8,27,"species",232,"fb","TL","spe-Ocean",3.29500007629395,0.00216999999247491
"Pleuronectidae","Pseudopleuronectes","americanus",8,27,"species",232,"fb","TL","spe-Ocean",3,0.0212999992072582
"Lotidae","Brosme","brosme",8,27,"species",232,"fb","TL","spe-Ocean",2.92197995185852,0.0273172088898718
"Phycidae","Urophycis","chuss",8,27,"species",232,"fb","TL","spe-Ocean",3,0.0124543849378824
"Zoarcidae","Zoarces","americanus",8,27,"species",232,"fb","TL","gen-FAO",3.02499997615814,0.00594999990426004
"Scophthalmidae","Scophthalmus","aquosus",8,27,"species",232,"fb","TL","gen-FAO",3.02104766028268,0.0157819048590249
"Merlucciidae","Merluccius","albidus",8,27,"species",232,"fb","TL","spe-Ocean",3.35500001907349,0.00209999992512167
"Gadidae","Gadus","morhua",7,27,"species",233,"fb","TL","spe-FAO",3.08440003395081,0.007181999925524
"Gadidae","Melanogrammus","aeglefinus",7,27,"species",233,"fb","TL","spe-Ocean",3.1416086839593,0.00596956520989213
"Pleuronectidae","Hippoglossoides","platessoides",7,27,"species",233,"fb","TL","spe-FAO",3.2039999961853,0.00439999997615814
"Rajidae","Amblyraja","radiata",7,27,"species",233,"fb","TL","spe-FAO",2.19000005722046,0.157000005245209
"Clupeidae","Clupea","harengus",7,27,"species",233,"fb","TL","spe-LME",2.95559994379679,0.00993666689222058
"Anarhichadidae","Anarhichas","lupus",7,27,"species",233,"fb","TL","spe-FAO",3.15966669718424,0.00510000018402934
"Pleuronectidae","Hippoglossus","hippoglossus",7,27,"species",233,"fb","TL","spe-FAO",3.1010000705719,0.020299999974668
"Pleuronectidae","Limanda","ferruginea",7,27,"species",233,"fb","TL","gen-LME",2.99690008163452,0.0118589997291565
"Cottidae","Myoxocephalus","octodecemspinosus",7,27,"species",233,"fb","TL","gen-FAO",3.1554000377655,0.0131666668069859
"Rajidae","Leucoraja","ocellata",7,27,"species",233,"fb","TL","spe-LME",3.29500007629395,0.00216999999247491
"Scombridae","Scomber","scombrus",7,27,"species",233,"fb","TL","spe-FAO",3.14799996784755,0.00553000004895564
"Gadidae","Pollachius","virens",7,27,"species",233,"fb","TL","spe-Ocean",3.04306878149509,0.00844562509155367
"Squalidae","Squalus","acanthias",7,27,"species",233,"fb","TL","spe-Ocean",3.05726924309364,0.00471846156198388
"Lotidae","Brosme","brosme",7,27,"species",233,"fb","TL","spe-Ocean",2.92197995185852,0.0273172088898718
"Clupeidae","Alosa","pseudoharengus",7,27,"species",233,"fb","TL","spe-LME",2.99294116917778,0.00874899998855065
"Phycidae","Urophycis","tenuis",7,27,"species",233,"fb","TL","gen-LME",3.08100008964539,0.00583000015467405
"Merlucciidae","Merluccius","bilinearis",7,27,"species",233,"fb","TL","gen-FAO",3.06889998912811,0.00578580009751022
"Argentinidae","Argentina","",7,27,"genus",233,"fb","TL","gen-LME",3,0.0100999996066093
"Sebastidae","Sebastes","",7,27,"genus",233,"fb","TL","gen-LME",3.23511996269226,0.0122082001063973
"Rajidae","Malacoraja","senta",7,27,"species",233,"fb","TL","fam-LME",3.25100004673004,0.00237500004004687
"Argentinidae","Argentina","",8,27,"genus",232,"fb","TL","gen-FAO",3.18159999847412,0.00375999992247671
"Pleuronectidae","Pseudopleuronectes","americanus",7,27,"species",233,"fb","TL","spe-Ocean",3,0.0212999992072582
"Clupeidae","Clupea","harengus",8,27,"species",232,"fb","TL","spe-FAO",3.05705001025364,0.00702177587061607
"Rajidae","Leucoraja","erinacea",8,27,"species",232,"fb","TL","spe-Ocean",3.20700001716614,0.00258000008761883
"Anarhichadidae","Anarhichas","minor",8,27,"species",232,"fb","TL","gen-FAO",3.15966669718424,0.00510000018402934
"Cyclopteridae","Cyclopterus","lumpus",8,27,"species",232,"fb","TL","spe-FAO",2.71299997965495,0.330566665778557
"Clupeidae","Alosa","sapidissima",8,27,"species",232,"fb","TL","spe-Ocean",2.95900011062622,0.00650000013411045
"Ammodytidae","Ammodytes","dubius",8,27,"species",232,"fb","TL","gen-FAO",2.55999994277954,0.00980000011622906
"Zoarcidae","Lycodes","vahlii",7,27,"species",233,"fb","TL","gen-FAO",4.09569978713989,9.99999974737875e-05
"Etmopteridae","Centroscyllium","fabricii",8,27,"species",232,"fb","TL","fam-FAO",3.09200000762939,0.00308499997481704
"Zoarcidae","Lycodes","reticulatus",8,27,"species",232,"fb","TL","gen-FAO",4.09569978713989,9.99999974737875e-05
"Pleuronectidae","Glyptocephalus","cynoglossus",7,27,"species",233,"fb","TL","spe-FAO",3.23500001430511,0.00275000010151416
"Clupeidae","Alosa","sapidissima",7,27,"species",233,"fb","TL","spe-LME",2.95900011062622,0.00650000013411045
"Lophiidae","Lophius","americanus",7,27,"species",233,"fb","TL","gen-FAO",2.91839995384216,0.0282200000248849
"Cottidae","Triglops","murrayi",8,27,"species",232,"fb","TL","spe-Ocean",3,0.00880332756787539
"Sebastidae","Helicolenus","dactylopterus",7,27,"species",233,"fb","TL","spe-FAO",3.10075002908707,0.0112000000663102
"Lotidae","Enchelyopus","cimbrius",8,27,"species",232,"fb","TL","spe-FAO",3.10599994659424,0.00350000010803342
"Cyclopteridae","Cyclopterus","lumpus",7,27,"species",233,"fb","TL","spe-FAO",2.71299997965495,0.330566665778557
"Zoarcidae","Zoarces","americanus",7,27,"species",233,"fb","TL","gen-FAO",3.02499997615814,0.00594999990426004
"Scophthalmidae","Scophthalmus","aquosus",7,27,"species",233,"fb","TL","gen-FAO",3.02104766028268,0.0157819048590249
"Myxinidae","Myxine","glutinosa",7,27,"species",233,"fb","TL","spe-Ocean",2.83570003509521,0.00219999998807907
"Myxinidae","Myxine","glutinosa",8,27,"species",232,"fb","TL","spe-Ocean",2.83570003509521,0.00219999998807907
"Rajidae","Leucoraja","erinacea",7,27,"species",233,"fb","TL","spe-LME",3.20700001716614,0.00258000008761883
"Phycidae","Urophycis","chuss",7,27,"species",233,"fb","TL","spe-Ocean",3,0.0124543849378824
"Sebastidae","Helicolenus","dactylopterus",8,27,"species",232,"fb","TL","spe-FAO",3.10075002908707,0.0112000000663102
"Zoarcidae","Lycenchelys","paxillus",8,27,"species",232,"fb","TL","gen-FAO",2.90100002288818,0.00252000009641051
"Malacanthidae","Lopholatilus","chamaeleonticeps",8,27,"species",232,"fb","TL","gen-Ocean",3.18693335851034,0.0061764953037103
"Anarhichadidae","Anarhichas","denticulatus",8,27,"species",232,"fb","TL","gen-FAO",3.15966669718424,0.00510000018402934
"Synaphobranchidae","Synaphobranchus","kaupii",8,27,"species",232,"fb","TL","spe-Ocean",3.17750000953674,0.000704999984009191
"Phycidae","Phycis","chesteri",7,27,"species",233,"fb","TL","gen-FAO",3.15389997959137,0.00851599976886064
"Zoarcidae","Lycenchelys","verrillii",8,27,"species",232,"fb","TL","gen-FAO",2.90100002288818,0.00252000009641051
"Macrouridae","Coryphaenoides","rupestris",8,27,"species",232,"fb","TL","gen-Ocean",2.48669993877411,0.0196850001811981
"Stromateidae","Peprilus","triacanthus",7,27,"species",233,"fb","TL","spe-LME",3.10500001907349,0.0207000002264977
"Cryptacanthodidae","Cryptacanthodes","maculatus",7,27,"species",233,"fb","TL","gen-Ocean",2.9539999961853,0.0020000000949949
"Zeidae","Zenopsis","conchifer",8,27,"species",232,"fb","TL","spe-FAO",3.06150007247925,0.0186149996006861
"Osmeridae","Mallotus","villosus",8,27,"species",232,"fb","TL","spe-Ocean",3.33000004291534,0.00180500006536022
"Paralepididae","Arctozenus","risso",8,27,"species",232,"fb","TL","fam-Ocean",2.94599997997284,0.00265999999828637
"Cryptacanthodidae","Cryptacanthodes","maculatus",8,27,"species",232,"fb","TL","gen-Ocean",2.9539999961853,0.0020000000949949
"Paralichthyidae","Hippoglossina","oblonga",7,27,"species",233,"fb","TL","gen-Ocean",3.17000007629395,0.00700000021606684
"Macrouridae","Nezumia","bairdii",7,27,"species",233,"fb","TL","gen-FAO",3.23300004005432,0.000899999984540045
"Paralichthyidae","Citharichthys","arctifrons",8,27,"species",232,"fb","TL","gen-Ocean",3.10184999704361,0.0082411608134862
"Cottidae","Artediellus","uncinatus",8,27,"species",232,"fb","TL","fam-LME",3.08100008964539,0.00639000022783875
"Stichaeidae","Ulvaria","subbifurcata",8,27,"species",232,"fb","TL","fam-Ocean",2.73141430105482,0.039298572377967
"Cyclopteridae","Eumicrotremus","spinosus",8,27,"species",232,"fb","TL","spe-Ocean",3.25530004501343,0.0297200009226799
"Agonidae","Aspidophoroides","monopterygius",8,27,"species",232,"fb","TL","fam-Ocean",2.81417999267578,0.0130234304349869
"Cottidae","Artediellus","atlanticus",8,27,"species",232,"fb","TL","fam-LME",3.08100008964539,0.00639000022783875
"Cottidae","Myoxocephalus","scorpius",8,27,"species",232,"fb","TL","spe-FAO",3.25700008869171,0.00830000010319054
"Stichaeidae","Lumpenus","lampretaeformis",8,27,"species",232,"fb","TL","spe-Ocean",2.26884996891022,0.011350000044331
"Psychrolutidae","Cottunculus","microps",8,27,"species",232,"fb","TL","fam-Ocean",3.00725001096725,0.0201999999117106
"Agonidae","Leptagonus","decagonus",8,27,"species",232,"fb","TL","spe-Ocean",3,0.00348715228028595
"Stichaeidae","Ulvaria","subbifurcata",7,27,"species",233,"fb","TL","fam-Ocean",2.73141430105482,0.039298572377967
"Liparidae","Liparis","inquilinus",8,27,"species",232,"fb","TL","gen-Ocean",3.07795000076294,0.014600926078856
"Stichaeidae","Lumpenus","fabricii",8,27,"species",232,"fb","TL","gen-Ocean",2.26884996891022,0.011350000044331
"Gadidae","Microgadus","tomcod",7,27,"species",233,"fb","TL","fam-FAO",3.12877000272274,0.0226142503321171
"Agonidae","Aspidophoroides","monopterygius",7,27,"species",233,"fb","TL","fam-LME",3,0.00503000011667609
"Lotidae","Enchelyopus","cimbrius",7,27,"species",233,"fb","TL","spe-FAO",3.10599994659424,0.00350000010803342
"Stromateidae","Peprilus","triacanthus",8,27,"species",232,"fb","TL","spe-Ocean",3.10500001907349,0.0207000002264977
"Cottidae","Triglops","murrayi",7,27,"species",233,"fb","TL","spe-Ocean",3,0.00880332756787539
"Cottidae","Artediellus","atlanticus",7,27,"species",233,"fb","TL","fam-LME",2.99749994277954,0.0156049996148795
"Rajidae","Rajella","fyllae",8,27,"species",232,"fb","TL","gen-Ocean",3,0.0048686983063817
"Chlorophthalmidae","Chlorophthalmus","agassizi",8,27,"species",232,"fb","TL","spe-FAO",3.09449994564056,0.00553000008221716
